state,town,latitude,longitude,total_fatalities
Borno state,Shaffa District,10.4331,12.24682,3
Borno state,"Shirawa, Kala/Balge LGA",11.81509,14.43586,3
Borno state,"the base in Cross-Kauwa village, Borno state, 18 km from Monguno town",12.94515,13.67232,3
Borno state,"Teteri village, Damboa (near)",11.15604,12.75758,3
Borno state,Tchikide and Chinene,11.07553,13.79499,3
Borno state,the outskirts of Talala Borno state,11.22824,12.31561,3
Borno state,the town of Askira,10.64697,12.91104,3
Borno state,the MOPOL Base in Damboa town,11.15604,12.75758,3
Borno state,the Jakana-Mainok axis; at Mainok in Borno  ///  15 km south of Mainok,11.83022,12.63067,3
Borno state,"the headquarters of 26 Task Force Brigade, Bitta",11.16667,13.41667,3
Borno state,Tongule,12.230436,14.180893,3
Borno state,Tumbuns,13.529438,13.436143,3
Borno state,"Umarari village, near Mulai towards Maiduguri   Umarari village along Maiduguri/Damboa road near Mulai",11.439891,12.945559,3
Borno state,two exit points from SAMBISA Forest at KOMALA and MUSAFANARI,11.25,13.416667,3
Borno state,Tumbun Sale in Abadam,13.43162,13.31319,3
Borno state,Tumbun Kaiyowa on the fringes of Lake Chad  in Northern Borno State,13.151034,13.964249,3
Borno state,Tumbun Rego on the fringes of Lake Chad,13.4814,13.483791,3
Borno state,Tumbun Rago,13.4814,13.483791,3
Borno state,"YELE (in the vicinity of), Monguno LGA",12.405442,13.569552,3
Borno state,Yaza-Kumaza village (near Lassa town),10.68692,13.26934,3
Borno state,Yazza area,10.88333,13.31667,3
Borno state,Wurojene village (13 km from Chibok),10.86583,12.84702,3
Borno state,village of Kareto in northeastern Borno state,12.8847,12.5081,3
Borno state,"Wajirko (near), DAMBOA LGA",10.931916,12.524372,3
Borno state,University of Maiduguri (UNIMAID),11.84644,13.160274,3
Borno state,"University of Maiduguri, Borno state",11.84644,13.160274,3
Borno state,"UVAHA (near), GWOZA LGA",11.01838,13.64683,3
Borno state,"Uvaha High Ground Area in Limankara, Gwoza Local Government Area",10.98267,13.66066,3
Borno state,Valangide in the Sambisa Forest area,11.25,13.416667,3
Borno state,Warshale,12.05,14.1,3
Delta state,Ogbeh-Ijoh town,5.483243,5.734605,3
Delta state,Ebrohime village,5.883152,5.174978,3
Delta state,Akoko village in Nigeria's Delta state,5.84092,6.29593,3
Delta state,at Asaba in Delta State,6.200643,6.733845,3
Borno state,"Zanari, at the northern fringes of Borno State, bordering Lake Chad",12.96309,13.60899,3
Borno state,YERWA village (near),11.52035,14.18203,3
Cross River state,Boki LGA,6.2555,9.0263,3
Borno state,"ZUWA Villages, MARTE LGA",12.36532,13.8293,3
Edo state,Auchi town,7.066667,6.266667,3
Ebonyi state,Izzi LGA,6.48453,8.29468,3
Edo state,"at Nomayo Junction, Upper Sakponba Road, Benin City",6.335045,5.627492,3
Delta state,"Warri town (Bateren and Jakpa villages, near)",5.5167,5.75,3
Delta state,Warri town (Okere area),5.5167,5.75,3
Ebonyi state,"Igbeagu Community, Izzi Local Government Area of Ebonyi State",6.33141,8.18912,3
Federal Capital territory,Bwari LGA,9.218,7.408,3
Kano state,"Kano town (Tsamninya, eastern Bypass)",11.994354,8.513807,3
Kano state,Kano town (Sharada Police Station),11.994354,8.513807,3
Kebbi state,Jega town,12.2175,4.379167,3
Kano state,Wudil town,11.810671,8.84505,3
Kwara state,Alapa,8.61667,4.38333,3
Kogi state,"in Okofi community, Kogi Local Government Area of Kogi State",7.974767,6.862642,3
Lagos state,"19 Oshinfolarin Street, Bariga, Shomolu LGA",6.55752,3.3807,3
Kwara state,"in Ballah community in the same local government [Refers to Asa LGA, Kwara State]",8.40003,4.42046,3
Kaduna state,"Ungwan Gaiya, Ungwan Gimba and Ungwan Makama; Zangon Kataf",9.841,8.25491,3
Kaduna state,"Unguwan Anjo, near Godogodo, Godogodo district",9.43251,8.35371,3
Kaduna state,"two villages, Kibori and Atagjah, in Atyap Chiefdom in Zangon Kataf Local Government Area of Kaduna State",9.841,8.25491,3
Kaduna state,"Ribok, Tsoriyang and Kankada general area of Zangon Kataf LGA",9.841,8.25491,3
Kano state,"Gidan Hamisu Gurgu, Gaida village, Gada Kwanar Cashew in Panshekara, Sharada industrial area",11.994354,8.513807,3
Kano state,Kano State (roadblock along the Kano-Zaria route by a village near Kuanat Angura),11.5,8.5,3
Kano state,Kano (along Abbaganaram and Railway quarters),11.994354,8.513807,3
Kano state,"Kabuga, Gwale LGA",11.994354,8.513807,3
Kano state,Kadawa community,11.645721,8.447866,3
Kano state,Kano town (Hotoro area),11.994354,8.513807,3
Kano state,Kano town (Gwammaja area),11.994354,8.513807,3
Kaduna state,"Kabala West Nariya and Umuazu communities, Kaduna",10.333333,7.75,3
Kaduna state,Kaduna town (Kabal Doki),10.52224,7.43828,3
Kaduna state,Kaduna,10.52224,7.43828,3
Kaduna state,Kaduna city,10.52224,7.43828,3
Kaduna state,"Golkofa village, Godogodo District, Jema'a Local Government Area of Kaduna State",9.41031,8.36137,3
Kaduna state,Fari village in Kauru LGA,10.22988,8.294221,3
Kaduna state,Dogon Daji village,9.38269,8.26813,3
Imo state,Orlu,5.797661,7.036648,3
Jigawa state,"Abunabu village, Guri LGA, Jigawa state",12.5594,10.5744,3
Jigawa state,"Gwaram LGA, Jigawa",11.1858,9.9686,3
Imo state,in Amaifeke in Orlu LGA of Imo State,5.797661,7.036648,3
Imo state,at Ukorji area of Imo State; on our way back to our base,5.48333,7.03041,3
Kaduna state,"Gidin Dutse, Kujeni, and Maro Village (Kajuru)",10.08174,7.72465,3
Kaduna state,Atakmawei village in Zamandabo ward; Zangon-Kataf,9.855613,8.458192,3
Kaduna state,"Fadan Kagoma, Kaduna State",9.51667,8.18333,3
Kaduna state,"Chikwari  village, Kajuru Local Government Areas of Kaduna State",10.27704,7.85784,3
Kaduna state,Adara community in Buda of Kajuru LGA of Kaduna state,10.351694,7.652422,3
Oyo state,Ibadan town (University of Ibadan),7.387778,3.896389,3
Oyo state,Igangan in Ibarapa Local Government Area of Oyo State,7.681753,3.183679,3
Oyo state,at Shasha in Akinyele Local Government Area of Oyo State  ///  Shasha area  ///  Shasha area of Ibadan in Akinyele Local Government area,7.387778,3.896389,3
Oyo state,Oyo state,8,4,3
Plateau state,Ancha village in Irigwe Chiefdom of  Bassa Local Government Area  Ncha village,10.083333,8.733333,3
Plateau state,at Dong and Mai Farin Mota communities in Jos North local Government Area,9.93936,8.90222,3
Plateau state,at Zanwra village in Miango district of Bassa LGA,10.083333,8.733333,3
Plateau state,"Bangai village, Riyom LGA, Plateau state",9.53333,8.7,3
Plateau state,between Jebbu Bassa and Rikwechongu villages,9.948046,8.759844,3
Plateau state,Bassa Local Government Area,10.083333,8.733333,3
Plateau state,Barkin Ladi LGA (Tusung village),9.54969,8.9344,3
Plateau state,"Huke village, Miango Distric",10.083333,8.733333,3
Plateau state,"Gwarim in Rim village, Bachit district",9.549489,8.749844,3
Plateau state,"Hukke village, Miango District,Bassa LGA, Plateau",9.85,8.683333,3
Plateau state,"in Vatt community, Barkin Ladi Local Government Area of Plateau State",9.668433,9.002233,3
Plateau state,Jabu-Maingo village of Bassa Local Government Area,10.083333,8.733333,3
Plateau state,Jebu-Bassa,9.948046,8.759844,3
Plateau state,in Renwienku community; in Bassa Local Government Area of Plateau State,10.083333,8.733333,3
Plateau state,"in Jebu Miango, Bassa Local Government Area of Plateau State",10.02903,8.78904,3
Plateau state,in Kwata area of Jos South Local Government Area of Plateau State,9.75,8.88333,3
Plateau state,"in the Hukke village of Miango District, of Bassa Local Government Area of Plateau",9.85,8.683333,3
Plateau state,"Foron, Barkin Ladi LGA, Palteay state",9.7,8.95,3
Plateau state,Foron village,9.7,8.95,3
Plateau state,Chugwi village (near Jos),9.916667,8.9,3
Plateau state,Dong District in Jos North Local Government Area of Plateau State,9.93936,8.90222,3
Plateau state,"Rafin-Bauna area, Bassa LGA",9.86752,8.78578,3
Plateau state,"Nzhweruvo and Tafigana, Bassa LGA",10.083333,8.733333,3
Plateau state,Plateau state (Uwuk village),9.166667,9.75,3
Plateau state,returning from their farm at Tafi Gani village of Miango district of the Bassa local government,9.890436,8.77242,3
Plateau state,"Kantoma, Mangu Local Government Area",9.48304,9.050015,3
Plateau state,Jos town (Jos Viewing Centre),9.916667,8.9,3
Plateau state,Langtang South LGA (Jarakvi village),8.60247,9.81029,3
Plateau state,Langtan South LGA,8.60247,9.81029,3
Nasarawa state,"TUDU UKU Town, TOTO LGA, NASARAWA State",8.534337,7.463715,3
Ogun state,Agbon in Yewa North Local Government Area  ///  Agon-Ojodu in the Yewa-North,7.14729,2.91795,3
Ogun state,Asa,7.14729,2.91795,3
Ogun state,"Elega and Ago-Odo areas, Abeokuta North",7.23079,3.16845,3
Ogun state,Ijebu - Ode,6.816093,3.915877,3
Nasarawa state,"in Tudu Uku, Toto Local Government Area of Nasarawa State",8.534337,7.463715,3
Ogun state,"Ijebu-Igbo (Okesopen Area), Ijebu North LGA",6.97198,3.99938,3
Ogun state,Ondo road in Ijebu-Ode Local Government Area of Ogun State,6.82292,3.89387,3
Ogun state,"Iloye, Ado-Odo/Ota LGA",6.62366,3.08626,3
Osun state,in Osogbo,7.766104,4.556521,3
Oyo state,Akere area of Apete,7.44917,3.87222,3
Osun state,"Iyere village, Atakunmosa West, Osun state",7.56713,4.65139,3
Lagos state,Tupate area,6.62641,3.55167,3
Lagos state,Yaba town (Yaba College of Technology campus),6.497892,3.382923,3
Nasarawa state,"Abuni, Awe LGA",8.18333,9.05,3
Nasarawa state,"Amudu village in Giza chiefdom of Keana Local Government Area of Nasarawa State; Amudu, a Tiv village in Giza Development Area",8.16746,8.76829,3
Lagos state,Ojo LGA,6.46508,3.14827,3
Nasarawa state,at Gidan Ayua; an outskirt of Kadarko town on the Nasarawa/Benue border,8.23333,8.56667,3
Nasarawa state,"Arikya village, Nasarawa Eggon LGA",8.74947,8.44035,3
Nasarawa state,"Ashangwa, Lafia East",8.57833,8.668333,3
Lagos state,"Igbo-Olomu, Ikorodu West Local Council Development Area (LCDA), Lagos State",6.61526,3.5069,3
Lagos state,"Awoseyin, Odunlade and Agunbiade streets, Shomolu, Lagos",6.453056,3.395833,3
Lagos state,Coker-Aguda in Surulere Local Government Area of Lagos State,6.453056,3.395833,3
Lagos state,Odogunyan area of Ikorodu,6.61526,3.5069,3
Lagos state,Lagos (Somolu area),6.453056,3.395833,3
Lagos state,"Ladega and Laketu, Ikorodu",6.62641,3.55167,3
Taraba state,Bujum village,9.2,10.883333,3
Taraba state,Bujum-Kasuwa,9.308323,11.622752,3
Taraba state,Bujum-Waya,9.299097,11.607844,3
Taraba state,Ayu,7.41158,10.04478,3
Rivers state,Rumuche Emohua LGA,4.87396,6.85996,3
Sokoto state,Wamako LGA,13.03992,5.11946,3
Taraba state,Likitaba,6.816303,11.233413,3
Taraba state,Mayo-Lope village,9.2,10.883333,3
Taraba state,New Gboko,7.41158,10.04478,3
Taraba state,in Rafinkada and Kente in Wukari,7.89689,9.48576,3
Taraba state,Leme on the outskirts of Gembu,6.749681,11.200112,3
Taraba state,Demavaa,7.41158,10.04478,3
Taraba state,"in Dananacha/Kwararafa, Gassol local government area of Taraba state",8.23331,10.39236,3
Taraba state,"in Dananacha town, Gassol Local Government Area of Taraba State",8.23331,10.39236,3
Taraba state,Donga LGA (Tor-Damsa village),7.55,10.283333,3
Taraba state,Donga local government area,7.59094,10.2133,3
Taraba state,Dooshima,7.41158,10.04478,3
Taraba state,Ibi town,8.18333,9.75,3
Plateau state,Zangwra village in Bassa Local Government Area,10.083333,8.733333,3
Plateau state,"Zanwra area of Jebbu Miango, Bassa LGA, Plateau state",10.02903,8.78904,3
Rivers state,Ajakajak; in Andoni Local Government Area of Rivers State,4.565818,7.369471,3
Rivers state,Bukuma town,4.765073,6.893608,3
Rivers state,"Choba community, a neighbouring community to Alakahia, Obio Akpor local government area of Rivers State",4.868378,6.908207,3
Rivers state,Bori town,4.67366,7.36201,3
Rivers state,"Elibrada, Emuoha LGA",5.00674,6.74739,3
Rivers state,"in Mgbodohia, Obio/Akpor Local Government Area",4.83153,6.98906,3
Rivers state,"Ikoku, Port Harcourt",4.777423,7.013404,3
Rivers state,"in two communities of Khana Local Government Area of Rivers State; in Bua Bangha, Luebe Loore Communities  ///  in the Luebe community, Khana Local Government Area of Rivers State.",4.79887,7.41777,3
Rivers state,"Kporghor village, Tai LGA",4.704974,7.229921,3
Rivers state,"Port Harcourt town (Sangana Street, Diobu area)",4.777423,7.013404,3
Rivers state,"Omuawa community, Ikwerre LGA",5.02676,6.88406,3
Yobe state,"Kanama, Yunusari Local Government Area of Yobe State",13.09969,12.1079,3
Yobe state,Goniri community in Gubio Local Government Area of Yobe,11.48451,12.31264,3
Yobe state,"Goniri,Gujba LGA, Yobe state",11.48451,12.31264,3
Yobe state,"GOTUMBA (near), GUJBA LGA, YOBE State",11.57782,12.24678,3
Yobe state,"Maisandari community at the outskirts of the city of Damaturu, on the eastern flank of Damaturu along the Kano-Maiduguri highway, Yobe State",11.738597,12.011905,3
Zamfara state,Gusau town (Sokoto road),12.162784,6.661348,3
Zamfara state,at Bargala village in Gusau Local Government Area,11.875554,6.619844,3
Taraba state,"Pangari village, Bali LGA, Taraba State",8.129947,10.984596,3
Taraba state,"Sondi, a Jukun town in Wukari Local Government Area of Taraba State",7.910337,9.601728,3
Taraba state,"Suntai, Bali LGA",8.15541,10.96853,3
Taraba state,the Kudi district of Bali Local Government Area of Taraba State; Kundi,8.15541,10.96853,3
Taraba state,"Tukun Ruwa, Utsua Daa, Kpenkpen, Bali LGA",8.15541,10.96853,3
Taraba state,two communities -Tor Damisa and Mangei towns- in Donga local government area of Taraba state,7.59094,10.2133,3
Taraba state,Wukari LGA,7.96327,9.84767,3
Taraba state,"Wukari, Taraba",7.96327,9.84767,3
Taraba state,Yilti,9.272832,11.614813,3
Taraba state,Yitti village,9.2,10.883333,3
Yobe state,at Tamsu Kawu village along the 120-kilometre highway linking Maiduguri and Yobe state capital Damaturu  ///  the Maiduguri-Damaturu highway at a spot near Tamsukawu village,11.726784,12.099167,3
Yobe state,Djimitillo-Damaturu road axis,11,11.71667,3
Yobe state,"Damaturu town (Ajari, Powari, Gwange, Nasarawa and Jerusalem wards)",11.747,11.9608,3
Yobe state,Damaturu town (army base),11.747,11.9608,3
Yobe state,Damaturu town (Bindigari area),11.747,11.9608,2
Yobe state,"Garin Gada, a village about 12 km from Geidam town; Yunusri Local Government Area of Yobe State  ///  in Gada",12.897,11.9304,2
Yobe state,"FUTCHIMIRAM Village (near), GEIDAM LGA, YOBE State",12.777807,12.407101,2
Yobe state,"BUNI GARI, GUJBA LGA, YOBE",11.20148,12.03125,2
Yobe state,"Bulasari, Yobe state",12,11.5,2
Yobe state,Babangida community in Tarmuwa local government area of Yobe State,12.1076,11.7539,2
Yobe state,"at Babban Gida in Tarmuwa local government area, Yobe",12.1076,11.7539,2
Taraba state,two locations in Wukari Local Government Area of Taraba: Kente Village and around the General Hospital in Wukari,7.85,9.783333,2
Taraba state,two locations in Wukari Local Government Area of Taraba: Kente Village and around the General Hospital in Wukari,7.89689,9.48576,2
Taraba state,Utsua Daa village in Takalafia ward;  Utsua Daa and Baafada villages at Bali Takum in Bali local government area of Taraba State;  villages around Gazabu and Utsua Daa,8.15541,10.96853,2
Taraba state,Shamaki village in Gassol LGA,8.47269,10.5442,2
Taraba state,"Sabongida Zaga, Bali LGA",8.15541,10.96853,2
Taraba state,River Benue,9.2,10.883333,2
Taraba state,Sarkin Kudu village,8.316667,9.733333,2
Zamfara state,Gusau town,12.162784,6.661348,2
Zamfara state,"in Maradun, Zamfara",12.77787,6.24496,2
Zamfara state,"Unguwar Rogo community, Tsafe LGA",11.85244,6.93771,2
Yobe state,"Sasawa, Tarmula LGA",12.048634,12.096891,2
Yobe state,Nasarawa ward,11.747,11.9608,2
Yobe state,Kwanta,12,11.5,2
Yobe state,Potiskum towm,11.7091,11.0694,2
Yobe state,Potiskum town (Dorawa area),11.7091,11.0694,2
Yobe state,in Buni Yadi,11.26889,11.99694,2
Yobe state,Indiski,11.71064,11.15721,2
Rivers state,Oru Sangama village,4.67258,6.58129,2
Rivers state,Otari village,4.85989,6.66175,2
Rivers state,"Omademe Community, Ikwerre LGA",5.08507,6.95575,2
Rivers state,"Omoku, Ogba/Egbema/Ndoni Local Government Area",5.3435,6.65321,2
Rivers state,Omoviri village,4.93101,6.67463,2
Rivers state,"Obaji community, Ogba/Egbema/Ndoni Local Government Area (ONELGA)",5.25114,6.61298,2
Rivers state,Ogu town,4.72451,7.19858,2
Rivers state,"Oyigbo, Rivers State",4.878049,7.128327,2
Rivers state,Kpong community,4.683333,7.4,2
Rivers state,"in Rumuche/Rumuohia Communities, Emohua LGA",4.87396,6.85996,2
Rivers state,Khana LGA (Uegwere Bo-ue village),4.69962,7.42264,2
Rivers state,"Kira community, Tai LGA",4.718291,7.250578,2
Rivers state,Gokana LGA,4.66049,7.28347,2
Rivers state,"in Luubara Community, Khana Local Government Area of Rivers State",4.69962,7.42264,2
Rivers state,Egita community in Ogba/Egbema/Ndoni Local Government,5.27426,6.68129,2
Rivers state,Eleme LGA,4.78741,7.14369,2
Rivers state,Abua/Odual LGA,4.82976,6.56739,2
Plateau state,"Vatt village, Rubung in Foron Districtin Foron district of Plateau State",9.668433,9.002233,2
Plateau state,Vatt community of Foron District in Barakin-Ladi Local Government Area of Plateau State,9.668433,9.002233,2
Plateau state,"Turu village (near Karl Kumm University in), Jos South Local Government Area of Plateau State",9.67913,8.76126,2
Plateau state,"two communities of Irigwe Chiefdom, Bassa local government area, Plateau State  along Twin Hill Road, Jebbu Miango, Miango District of Rigwe Chiefdom",10.02903,8.78904,2
Plateau state,"two communities of Irigwe Chiefdom, Bassa local government area, Plateau State  on the farm at Nzhwerenvi, Jebbu Miango",10.02903,8.78904,2
Taraba state,Ibua village along Wukari-Ibi Road in Ibi Local Government Area of Taraba State,8.109785,9.775277,2
Taraba state,"Gonori village, Gassol LGA, Taraba",8.47269,10.5442,2
Taraba state,Gidan Adamu (20 km from Mararraba) area of,7.60223,10.27864,2
Taraba state,"Gidin Dorowa/Gidin Doruwa, Wukari Local Government Area of Taraba State",7.96327,9.84767,2
Taraba state,Gassol LGA,8.47269,10.5442,2
Taraba state,Gassol Local Government Area of Taraba State,8.47269,10.5442,2
Taraba state,in Bali; Taraba State  ///  in Pangari community of Bali council,8.129947,10.984596,2
Taraba state,"in Yongogba village, in Takum Local Government Area (LGA) of Taraba state",7.41158,10.04478,2
Taraba state,in Rafinkada and Kente in Wukari,7.707147,9.894561,2
Taraba state,"Leme village, Mambilla Plateau, Sardauna LGA",6.749681,11.200112,2
Taraba state,Mararaba,7.49512,10.35977,2
Taraba state,Lau,9.18704,11.42011,2
Taraba state,Kana village,9.2,10.883333,2
Taraba state,Abako town,7.63333,9.9,2
Rivers state,Rivers state (Obiama village),4.75,6.833333,2
Rivers state,"Rumuoro Ogbakiri, Emuoha LGA",5.00674,6.74739,2
Taraba state,Agbaaye,7.41158,10.04478,2
Taraba state,Chachangi,7.51344,9.92906,2
Lagos state,Ipaye area,6.453056,3.395833,2
Lagos state,Isikalu palace and Solomade areas of Ikorodu,6.62641,3.55167,2
Lagos state,"Ita-Elewa and Anibaba, Ikorodu LGA",6.62641,3.55167,2
Lagos state,"Muri Ojora Street, Amukoko, Ajeromi-Ifelodun LGA",6.456226,3.336325,2
Lagos state,Lagos; Ikorodu; in Igbolomu area,6.61526,3.5069,2
Lagos state,Lagos town (Muslim slum in),6.453056,3.395833,2
Lagos state,Lagos state (Somolu),6.453056,3.395833,2
Lagos state,"Mile 12 area, Kosofe LGA",6.453056,3.395833,2
Lagos state,Ebute Metta area of Lagos,6.453056,3.395833,2
Lagos state,"Baiyeku, Ikorodu area of Lagos State  Awobo and Shelewu areas of Igbogbo-Baiyeku, Ikorodu",6.53333,3.55,2
Lagos state,"Anibaba, Ikorodu",6.62641,3.55167,2
Lagos state,at Epe,6.594734,3.976805,2
Lagos state,"Idumota area, Lagos state",6.58333,3.75,2
Lagos state,Ikorodu area,6.61526,3.5069,2
Lagos state,Ikorodu LGA,6.62641,3.55167,2
Lagos state,"Ikorodu LGA,  (Solomade street beside the palace of th Ayangburen)",6.61526,3.5069,2
Nasarawa state,Awe and Keane Local Government Area,8.16746,8.76829,2
Nasarawa state,Awe and Keane Local Government Area,8.27456,9.1849,2
Nasarawa state,"Baaki, Ibuan,and Buaii, Ibo LGA",8.34738,8.72769,2
Nasarawa state,"Fadaman Bauna village, Lafia LGA",8.64007,8.69959,2
Nasarawa state,"Ibuam village of Adudu, Obi LGA, Nasarawa state",8.34738,8.72769,2
Lagos state,"Onile Iyan street in Sungas area of Bariga, Shomolu LGA",6.55752,3.3807,2
Lagos state,"Onipan, Lagos",6.453056,3.395833,2
Lagos state,Oshodi area of Lagos,6.453056,3.395833,2
Lagos state,Oworonshoki town,6.54594,3.40713,2
Lagos state,"Surulere Estate, AIT Road in the Alagbado. Ifako-Ijaye LGA",6.58333,3.75,2
Nasarawa state,Apurough,8.284135,8.990488,2
Nasarawa state,Angwan Yara Mada village,8.28333,8.48333,2
Nasarawa state,"Angwan Yara, a village in the Giza Development area",8.2,8.63333,2
Nasarawa state,Agyaragu Tofa (on the outskirts of Lafia town),8.45,8.53333,2
Oyo state,"Ajaawa, Ogo Oluwa Local Government Area of Oyo State",7.930485,4.127784,2
Osun state,Ilesa,7.62789,4.74161,2
Ondo state,Igbokoda village,6.349648,4.803259,2
Ondo state,"Ondo, Ondo State",7.09316,4.83528,2
Osun state,"Aruwa village, Osu, Atakunmosa West",7.470092,4.678513,2
Osun state,at Arikamlamu and Obate areas of Osogbo,7.766104,4.556521,2
Ogun state,"Ijebu Ode, Ogun State",6.816093,3.915877,2
Ogun state,Dalemo and Ajegunle areas of Sango Ota,6.7053,3.23981,2
Ogun state,"in Owode-Ketu, a village close to Eggua in Yewa North Local Government Area  ///  Owode-ketu, Eegua, Igan-Alade and Igbogila in Yewa North Local Council Area of Ogun State",7.14729,2.91795,2
Ogun state,"Sango Garage, Ado-Odo/Ota LGA, Ogun",6.62366,3.08626,2
Ogun state,Sango area of Ogun State,6.7053,3.23981,2
Nasarawa state,in Icenyam village of Kadariko Olive in Keana Local Government of Nasarawa State  ///  Kardoroko community; Keana,8.23333,8.56667,2
Nasarawa state,"Jengeru village, Awe LGA",8.27456,9.1849,2
Nasarawa state,"Jimin Nyaku village of Aloshi Chiefdom, in Keana Local Government Area of Nasarawa State",8.23333,8.8,2
Nasarawa state,Kwaghshir,8.385338,8.763083,2
Nasarawa state,Lafia,8.64007,8.69959,2
Nasarawa state,Kadarko community in Keana local government area of Nasarawa,8.23333,8.56667,2
Nasarawa state,Loko town,7.99895,7.84062,2
Nasarawa state,"Mararraban Obi, Obi LGA",8.34738,8.72769,2
Nasarawa state,Rutu village in Doma Local Government,8.43333,8.21667,2
Ogun state,Ago-Iwoyetown (Olabisi Onabanjo University),6.936204,3.921992,2
Niger state,Lapai town,9.05,6.56667,2
Niger state,Minna town,9.61389,6.55694,2
Nasarawa state,Udeni Ruwa District in Nasarawa-Toto Local Government Area of Nasarawa State,8.2502,7.19827,2
Niger state,Kaure,10.308204,7.041528,2
Plateau state,Kura Falls (Gurando near),9.44945,8.733086,2
Plateau state,Lotton village in Jol ward,9.56796,8.68476,2
Plateau state,"Jos South LGA (Ratsat village, south of Jos)",9.766667,8.8,2
Plateau state,Jos town (1/ Ahgwan Rukuba junction; 2/Duala junction),9.916667,8.9,2
Plateau state,"Kamarun Chawai, Bassa LGA",10.083333,8.733333,2
Plateau state,Kakpwis village,9.664135,8.96095,2
Plateau state,Kassa (near the Jos airport),9.58851,8.89688,2
Plateau state,"Karkishi village, Langtang South LGA, Plateau state",8.539103,9.706028,2
Plateau state,"Kasa town, Barkin Ladi, Plateau state",9.665247,8.949358,2
Plateau state,"Ringan village, Riyom LGA",9.56796,8.68476,2
Plateau state,Rebet community of Barkin Kogi village in Foron District,9.66667,9.06667,2
Plateau state,"Rangyeng Bwat, Riyom LGA, Plateau state",9.56796,8.68476,2
Plateau state,"Rwang Doka village, Langtang South LGA",8.415858,9.832125,2
Plateau state,Tafi Gani,9.890436,8.77242,2
Plateau state,"Tafigana village in Miango [area], Bassa Local Government Area",9.85,8.683333,2
Plateau state,Sho village (near Jos),9.52344,8.83614,2
Plateau state,"Rakung village, Riyom LGA",9.56796,8.68476,2
Plateau state,"Rakun Junction, Barkin Ladi LGA",9.54111,8.887027,2
Plateau state,"Nwore village, Langtang North LGA",9.018754,9.865065,2
Plateau state,"Du area, Jos South LGA",9.75,8.88333,2
Plateau state,Dorong community in Barki Ladi Local Government Area of Plateau State,9.660349,8.985194,2
Plateau state,"Gashish, Gashish District, Barkin-Ladi Local Government Area of Plateau State",9.45205,8.7716,2
Plateau state,"in Rikwe-Rishe, Kpatenvie village of Kpachudu community, Bassa LGA of Plateau State",10.083333,8.733333,2
Plateau state,in Zogu village of Miango community in Bassa Local Government Area,9.879852,8.700724,2
Plateau state,"Jol village, Riyom LGA",9.55,8.8,2
Plateau state,Jol ward,9.55,8.8,2
Plateau state,"Haipang village, Barkin Ladi LGA, Plateau state",9.64543,8.89212,2
Plateau state,"at Kangboro village, Bassa (Plateau)",10.083333,8.733333,2
Oyo state,motor parks in Iwo Road and Ojoo,7.387778,3.896389,2
Oyo state,"at Ibadan South West, ward 6, unit 4",7.35069,3.86551,2
Oyo state,Igangan; Igboora  ///  Igangan and other parts of Ibarapa; Igbo Ora  ///  at Igangan,7.681753,3.183679,2
Oyo state,"Igboho, Orelope LGA",8.83784,3.75628,2
Oyo state,Araromi Gate motor dealers market,8,4,2
Kaduna state,"Angwan Gangye village, Sanga LGA",9.25,8.45,2
Imo state,his village in Awedemili,5.826639,6.933437,2
Imo state,Imo State,5.5,7.166667,2
Kaduna state,Kaduna town (Rigasa area on Abuja Road),10.52224,7.43828,2
Kaduna state,Manyi-Mashin village; Zangon-Kataf,9.841,8.25491,2
Kaduna state,"Mayit village, Kaura LGA",9.61232,8.46992,2
Kano state,Kano town (Kano Polytechnic College),11.994354,8.513807,2
Kano state,in Sharada area of Kano State,11.994354,8.513807,2
Kano state,"in the village of Kofa, some 70 kilometres (45 miles) from the city of Kano",11.554003,8.264631,2
Kano state,"Gayawa general area, Ungogo LGA, Kano state",12.090556,8.496667,2
Kaduna state,Zaria (Gaskiya area of),11.082083,7.716097,2
Kaduna state,"Zaria town (Husainiyyah Baqiyyatullah, the head quarters of the Islamic Movement, in)",11.082083,7.716097,2
Kaduna state,"Unguwan Gankon village in Gora ward, Zangon Kataf Local Government Area",9.931778,8.242611,2
Kaduna state,"Zangan Attakar Chiefdom, in Kaura LGA of Kaduna State",9.61667,8.53333,2
Kwara state,"in Ilorin, the Kwara state capital",8.5,4.55,2
Kwara state,Oro-Ago in Ifelodun Local Government Area,8.33333,5.23333,2
Lagos state,Agege town,6.61426,3.32437,2
Lagos state,"Ajah, Eti-Osa LGA, Lagos state",6.46962,3.56287,2
Lagos state,Ajegunle area of Lagos State,6.453056,3.395833,2
Lagos state,"Akinyemi Junction, Mushin, Lagos",6.55578,3.34418,2
Kogi state,Bassa Local Government Area of Kogi State,7.77095,7.0244,2
Kogi state,"Odu-Ofugo, Dekina LGA, Kogi state",7.58435,7.17344,2
Kogi state,Ojuwo-Odagbo community in Ojoku district of Ankpa local government area,7.44848,7.63174,2
Katsina state,Filin Polo area of Katsina municipal,12.99082,7.60177,2
Kogi state,Ikende community in Bassa Local Government Council Area,7.77095,7.0244,2
Kano state,Kano town (outskirts of)/Mariri,11.994354,8.513807,2
Kano state,"Kano town (Sabuwar Gandu (Sabon Gandun) Phase One area, Abaganaram and railway quarters)",11.994354,8.513807,2
